Gender,Age,Married,Number of Dependents,Zip Code,Number of Referrals,Tenure in Months,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Paperless Billing,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Offer_Offer A,Offer_Offer B,Offer_Offer C,Offer_Offer D,Offer_Offer E,Internet Type_DSL,Internet Type_Fiber Optic,Internet Type_No Internet Service,Contract_One Year,Contract_Two Year,Payment Method_Credit Card,Payment Method_Mailed Check
0,1.1024557704869857,1,-0.48854581201496783,-1.4763229109830498,2.0104806031129674,-0.4221139331389618,1,-0.039785102273661575,0,1,-0.32666605440873947,0,0,0,0,1,1,1,1,1,0.8318318383872183,-0.155158397577209,-0.24342590820858617,-0.2718991422820436,-0.305735196327067,-0.21405937268456485,False,False,False,False,False,False,True,False,False,False,False,False
0,-1.5265881697993178,1,-0.48854581201496783,-1.1215139780238141,-0.3168355501515607,0.5957725158016783,1,-0.13395427835074974,1,1,3.157615072121338,0,0,0,0,1,1,1,0,1,1.0067893597895767,0.9976056111398063,-0.24342590820858617,2.958211068823984,0.2757013429002951,0.895660367904542,False,False,False,False,False,False,True,False,True,False,True,False
0,1.3414597650584679,1,-0.48854581201496783,-0.8196293607875695,1.6780068669323205,1.4915125908694415,0,-1.4932376268289957,0,1,-0.3757404364725434,0,0,1,0,0,0,0,1,1,-1.0927008970387222,-0.0693194099992566,-0.24342590820858617,-0.2718991422820436,-0.8883669139499103,-0.3171880006290926,False,False,False,False,False,True,False,False,True,False,True,False
1,0.026937794915316095,1,1.5833150121418471,-1.866234706411616,0.6805856583903799,-0.3813984751813362,1,0.8356635139464414,1,0,-1.0137074033019942,0,0,0,0,0,0,0,0,0,-1.2435816953123158,-0.7383056036179094,-0.24342590820858617,-0.2718991422820436,0.08763233062919568,-0.5596145944775452,False,False,False,False,False,False,False,True,False,True,False,True
0,-0.3913191955847776,0,-0.48854581201496783,-0.10623118660317045,-0.6493092863322075,-0.3406830172237106,1,1.5922641355313225,0,0,-1.0137074033019942,0,0,0,0,0,0,0,0,0,-1.3832266894591523,-0.79295437564809,-0.24342590820858617,-0.2718991422820436,0.46093032730094424,-0.49326304660887116,False,False,False,False,False,False,False,True,False,True,True,False
0,0.9232027745583741,0,-0.48854581201496783,0.6163477362270536,-0.6493092863322075,0.8400652635474319,1,0.011520862623510805,0,0,-1.0137074033019942,0,0,0,0,0,0,0,0,0,-1.4185392167146742,-0.5772806246174057,-0.24342590820858617,-0.2718991422820436,0.5647925132131973,-0.2922844651027521,False,False,False,False,False,False,False,True,False,True,False,False
1,0.2061907908439277,0,-0.48854581201496783,0.7940222247256662,-0.6493092863322075,1.247219843123688,1,0.5421154616233802,1,1,0.26222653035690746,1,1,1,1,0,1,1,1,1,0.5284651269647805,1.1875364518733156,-0.24342590820858617,-0.2718991422820436,1.4480530143726467,1.362079869006298,False,False,False,False,False,True,False,False,False,True,True,False
1,-1.227833176584965,0,-0.48854581201496783,0.7951023128016457,-0.6493092863322075,0.8807807215050575,1,-0.7294931367141284,1,1,1.538160464015809,0,0,1,1,0,1,1,1,1,1.0035791300390744,1.2180677192052896,-0.24342590820858617,-0.2718991422820436,-0.13689553942880717,0.9210744068087061,False,False,False,False,False,False,True,False,False,True,False,False
0,1.5207127609870794,0,-0.48854581201496783,0.7837613880038619,-0.6493092863322075,1.125073469250811,1,-0.8308061813212027,1,1,0.40944967654831915,1,1,0,0,0,1,1,0,1,0.2539904832968608,0.9148197502950514,-0.24342590820858617,0.13186463410620985,-0.16415980698512833,0.6768176409866958,False,False,False,False,False,True,False,False,True,False,False,False
1,-1.5265881697993178,0,-0.48854581201496783,1.1893344605341296,-0.6493092863322075,1.2879353010813135,1,-0.9399125370518979,1,1,2.568722487355691,1,1,1,1,1,1,1,1,1,0.7242891417454019,1.383771230537959,-0.24342590820858617,-0.2718991422820436,-0.24311258178364184,1.0208969176397102,False,False,False,False,False,True,False,False,False,True,True,False
0,0.2061907908439277,1,-0.48854581201496783,-0.9260180362715412,-0.3168355501515607,1.0029270953779343,1,1.7078649171983689,0,1,0.06592900210169181,1,1,0,1,0,0,0,1,1,-0.13123708676337753,0.5087319298392726,-0.24342590820858617,-0.2718991422820436,2.436276212244149,1.1154789550208126,False,True,False,False,False,False,False,False,False,True,False,False
0,1.4012107637013382,0,-0.48854581201496783,-0.4243171249791062,-0.6493092863322075,-0.503544849054213,1,1.6539611819266564,0,1,0.11500338416549571,0,0,0,0,1,1,0,1,0,0.8382522978882224,-0.2827527370962278,-0.24342590820858617,-0.2718991422820436,0.25853100773353205,-0.14932962806380612,False,False,False,True,False,False,True,False,False,True,False,False
1,-0.9290781833706124,0,2.6192454242202547,0.8458664523726779,-0.6493092863322075,0.4329106839711759,1,0.4966544800689239,1,0,-1.0137074033019942,0,0,0,0,0,0,0,0,1,-1.2435816953123158,-0.5367992392268821,-0.24342590820858617,-0.2718991422820436,0.6707137193315268,-0.22919736060247292,False,False,False,False,False,False,False,True,False,True,False,False
1,-0.7498251874420008,0,-0.48854581201496783,0.035800395388121714,-0.6493092863322075,-0.6664066808847154,0,-1.4932376268289957,0,1,0.4585240586121231,1,0,0,0,1,0,0,1,1,-0.8005699897430417,-0.7150447316002402,-0.24342590820858617,-0.2718991422820436,-0.8883669139499103,-0.827656650331616,False,False,False,False,False,True,False,False,False,False,False,False
1,-0.8095761860848714,1,1.5833150121418471,0.5623433324280832,-0.6493092863322075,1.5729435067846929,1,-1.2237189504704329,1,0,-1.0137074033019942,0,0,0,0,0,0,0,0,0,-1.232345891185559,-0.21031236323950142,-0.24342590820858617,-0.2718991422820436,-0.5396943256048564,-0.3263214964364104,True,False,False,False,False,False,False,True,False,True,False,False
1,-0.03281320372755444,0,-0.48854581201496783,1.046222790466858,-0.6493092863322075,-0.8699839706728435,1,-0.04108398746093173,1,1,-0.8664842571105825,0,0,0,1,1,0,0,1,0,0.8446727573892264,-0.5729096014526123,-0.24342590820858617,-0.2718991422820436,-0.5973113910266132,-0.6298765287641052,False,False,False,True,False,False,False,False,False,False,False,False
0,-0.7498251874420008,0,-0.48854581201496783,1.3340662627153703,-0.6493092863322075,-1.2364230922914738,1,-0.40477183989658266,0,1,0.31130091242071134,0,1,0,0,1,1,1,1,0,1.0212353936668357,-0.9334201703156962,-0.24342590820858617,-0.2718991422820436,-0.8487011913592902,-0.9886492733869909,False,False,False,False,False,False,True,False,False,False,False,False
1,-1.5265881697993178,1,-0.48854581201496783,0.8285850431570073,-0.3168355501515607,1.5322280488270672,1,-0.4034729547093125,1,1,1.3418629357605936,1,1,1,1,1,1,1,1,1,1.6167330123849541,2.386185221350398,5.947283802621627,-0.2718991422820436,0.5015900596462218,2.0150345261150715,True,False,False,False,False,False,True,False,False,True,False,False
0,-1.3473351738707062,1,0.5473846000634396,0.13408841030224786,-0.3168355501515607,1.6136589647423183,1,-0.013807398528257788,0,0,-1.0137074033019942,0,0,0,0,0,0,0,0,0,-1.39606760846116,-0.4119285523331617,-0.24342590820858617,-0.2718991422820436,1.0525081327157055,-0.01843586742745126,False,False,False,False,False,False,False,True,False,True,False,False
0,-0.6900741887991303,0,-0.48854581201496783,-0.9551804143229853,-0.6493092863322075,0.3514797680559247,1,0.9454193122707717,1,1,0.4585240586121231,0,0,1,0,0,1,1,0,0,0.03729997513797674,0.1053018671872125,-0.24342590820858617,5.380793727153504,0.933451797696544,0.40413243536289745,False,True,False,False,False,True,False,False,True,False,False,True
1,-0.45107019422764816,0,-0.48854581201496783,-0.7359225348991654,-0.6493092863322075,1.0029270953779343,1,-0.3534658749994105,0,1,-0.2775916723449356,0,0,1,0,1,1,1,1,1,1.0083944746648277,1.393699383655982,-0.24342590820858617,-0.2718991422820436,0.2953922028020826,1.1867827329355838,False,False,False,False,False,False,True,False,False,True,False,False
1,-0.5705721915133892,1,2.6192454242202547,1.4253337051356303,2.6754280754742608,0.7179188896745551,1,-0.8353522794766483,0,0,-1.0137074033019942,0,0,0,0,0,0,0,0,0,-1.389647148960156,-0.5367553093458289,-0.24342590820858617,-0.2718991422820436,-0.28900269879033175,-0.510814638932135,False,False,False,False,False,False,False,True,False,True,True,False
0,1.0427047718441151,1,-0.48854581201496783,-0.11757211140095424,0.6805856583903799,0.5143415998864271,1,-1.3899762544410161,1,1,-0.08129414408971992,0,1,0,0,0,0,0,1,0,0.5637776542203027,0.6518115524295442,-0.24342590820858617,-0.2718991422820436,-0.803698583062116,0.2777394392004146,False,True,False,False,False,False,True,False,False,False,False,False
0,-0.03281320372755444,0,-0.48854581201496783,0.9355137626789687,-0.6493092863322075,-0.13710572743558258,0,-1.4932376268289957,0,1,-0.6211123467915629,1,0,0,1,0,0,0,1,0,-0.9065075715096071,-0.5357229571410788,-0.24342590820858617,-0.2718991422820436,-0.8883669139499103,-0.6858964606530188,False,False,True,False,False,True,False,False,True,False,False,True
0,-1.108331179299224,0,-0.48854581201496783,-0.9292583004994794,-0.6493092863322075,-0.3406830172237106,1,0.45963625223172366,0,1,2.3724249591004756,1,0,0,1,0,0,0,1,0,-0.2853281147874728,-0.41452041531530054,-0.24342590820858617,-0.2718991422820436,-0.03437053330555765,-0.33945567177605906,False,False,False,False,False,True,False,False,False,False,False,False
1,0.6244477813440215,0,-0.48854581201496783,0.602846635277311,-0.6493092863322075,1.1657889272084367,1,-1.2003390170995696,1,1,0.16407776622929962,1,0,1,1,1,1,1,1,0,0.7258942566206529,1.2665882728285487,-0.24342590820858617,-0.2718991422820436,-0.5628168858501045,0.8344346906866666,False,True,False,False,False,False,False,False,False,True,True,False
1,-1.4668371711564472,1,-0.48854581201496783,-0.6365544319090599,0.348111922209733,1.1657889272084367,1,1.5117332539205717,0,0,-1.0137074033019942,0,0,0,0,0,0,0,0,1,-1.4265647910909292,-0.4874220529230856,-0.24342590820858617,-0.2718991422820436,2.4515886958456585,0.3324779034266284,False,False,False,False,False,False,False,True,False,False,True,False
1,1.2219577677727267,1,-0.48854581201496783,0.6163477362270536,1.0130593945710267,0.5143415998864271,1,1.1597353681703522,0,1,0.16407776622929962,0,0,1,0,0,1,0,1,1,0.7146584524938957,0.6894155306110832,1.3112661267114856,-0.2718991422820436,1.2869169330729826,0.9167750654362881,False,False,False,False,False,False,True,False,True,False,False,False
1,1.8194677542014321,1,1.5833150121418471,0.02337938251435852,2.0104806031129674,-0.8699839706728435,1,-0.34632200646942457,1,1,-0.3757404364725434,0,0,1,0,0,0,0,1,1,0.45784007245373676,-0.6269872850291013,-0.24342590820858617,-0.2718991422820436,-0.6584903247358931,-0.690581284167875,False,False,False,False,False,False,True,False,False,False,True,False
1,-1.1680821779420945,0,-0.48854581201496783,-0.619813066731379,-0.6493092863322075,0.5550570578440527,1,0.4940567096943836,0,1,1.8816811384624366,1,1,1,0,1,0,0,1,1,1.0212353936668357,1.0420626507656443,-0.24342590820858617,-0.2718991422820436,0.7773094320690881,1.0502317613980423,False,True,False,False,False,False,True,False,True,False,True,False
1,-0.21206619965616602,1,2.6192454242202547,0.5672037287699905,2.0104806031129674,-0.7478375967999666,1,-0.8587322128475116,1,1,0.016854620037887895,0,1,0,1,1,1,1,1,0,0.5332804715905337,-0.5074101488022915,-0.24342590820858617,-0.2718991422820436,-0.7265089922331736,-0.6160130628847089,False,False,False,True,False,True,False,False,False,False,True,False
1,-0.15231520101329551,0,-0.48854581201496783,-1.3175499638140766,-0.6493092863322075,-0.05567481152033137,1,0.674601750724939,1,1,0.31130091242071134,0,0,0,0,1,0,0,1,1,0.7291044863711547,0.17804975021131128,-0.24342590820858617,-0.2718991422820436,0.33613476929358166,0.23772569825291828,False,False,False,False,False,False,True,False,False,False,True,False
1,-0.03281320372755444,0,-0.48854581201496783,1.332986174639391,-0.6493092863322075,0.8807807215050575,1,0.8889178066245189,0,1,0.3603752944845153,1,0,1,1,1,1,1,0,0,0.5380958162162864,0.8820480590293642,-0.24342590820858617,5.380793727153504,1.455508087532578,1.171387756922717,False,False,False,False,False,True,False,False,False,True,False,False
1,-0.45107019422764816,0,-0.48854581201496783,1.1202088236714476,-0.6493092863322075,1.6136589647423183,1,-1.054863876125309,1,0,-1.0137074033019942,0,0,0,0,0,0,0,0,0,-1.232345891185559,-0.18698559640025228,-0.24342590820858617,-0.2718991422820436,-0.3132612701837599,-0.2414286047976719,True,False,False,False,False,False,False,True,False,True,True,False
1,-0.7498251874420008,1,-0.48854581201496783,0.9517150838186599,2.3429543392936143,1.6136589647423183,1,1.3772986370381077,1,1,-0.9155586391743864,1,1,1,0,1,1,1,1,1,1.4674573289866115,2.5800038565571155,-0.24342590820858617,-0.2718991422820436,2.877510042266956,2.882383237849231,False,False,False,False,False,False,True,False,False,True,False,False
1,1.1024557704869857,0,-0.48854581201496783,1.1817738440022738,-0.6493092863322075,-1.1549921763762228,1,-0.6697444180997,0,1,-0.5229635826639552,0,1,1,0,1,1,1,1,1,1.154459928312668,-0.8123713830736043,-0.24342590820858617,-0.2718991422820436,-0.8283476582877309,-0.8869826993340529,False,False,False,False,False,False,True,False,False,False,True,False
1,0.4451947854154098,0,-0.48854581201496783,-1.5443684597697525,-0.6493092863322075,1.5322280488270672,0,-1.4932376268289957,0,1,-0.3757404364725434,1,0,1,1,1,1,1,1,1,-0.1761803032704053,0.844400150966772,-0.24342590820858617,-0.2718991422820436,-0.8883669139499103,0.4051395508701681,True,False,False,False,False,True,False,False,False,True,False,False
1,-0.09256420237042497,0,-0.48854581201496783,1.1574718622927371,-0.6493092863322075,-1.1957076343338482,1,0.1927153462477012,0,1,-0.6701867288553669,0,0,0,0,0,1,1,1,1,-0.27409231066071604,-0.9207463996318481,-0.24342590820858617,-0.2718991422820436,-0.7962080095538037,-0.9632248160465449,False,False,False,False,False,True,False,False,False,False,False,False
0,-1.4070861725135766,0,-0.48854581201496783,1.1893344605341296,-0.6493092863322075,1.5322280488270672,0,-1.4932376268289957,0,1,0.26222653035690746,1,0,1,1,0,1,1,1,0,-0.495598163445353,0.5055030835818625,-0.24342590820858617,-0.2718991422820436,-0.8883669139499103,0.13722946187567084,False,False,False,False,False,True,False,False,False,True,False,False
0,-0.6303231901562597,1,-0.48854581201496783,-0.3438505633186402,-0.3168355501515607,1.5322280488270672,1,0.3602715354055546,1,0,-1.0137074033019942,0,0,0,0,0,0,0,0,0,-1.2708686481915827,-0.24949781713895552,-0.24342590820858617,-0.2718991422820436,1.4757196192106146,0.23417301148071826,True,False,False,False,False,False,False,True,False,True,False,False
1,-1.1680821779420945,0,2.6192454242202547,-1.867854838525585,-0.6493092863322075,-0.17782118539320818,1,0.20115809996495732,0,0,-1.0137074033019942,0,0,0,0,0,0,0,0,0,-1.3992778382116622,-0.7717362430993946,-0.24342590820858617,-0.2718991422820436,-0.023909763982732986,-0.6187774213115624,False,False,False,False,False,False,False,True,False,False,True,False
1,0.4451947854154098,0,-0.48854581201496783,1.1698928751665003,-0.6493092863322075,-0.7885530547575923,1,-1.0529155483444037,1,1,0.26222653035690746,1,0,0,0,1,1,1,1,1,1.1721161919404288,-0.4099736726262944,4.104355180423511,-0.2718991422820436,-0.7840668904076294,-0.567716665092934,False,False,False,True,False,False,True,False,False,False,False,False
1,0.5646967827011509,1,-0.48854581201496783,0.3139230749528193,-0.3168355501515607,1.247219843123688,1,1.0298468494433337,1,1,0.31130091242071134,0,0,0,1,0,0,0,1,1,0.5573571947192986,1.1742476628547227,-0.24342590820858617,-0.2718991422820436,2.0079290086835084,1.5158837710270157,False,True,False,False,False,False,True,False,True,False,True,False
0,0.5646967827011509,0,-0.48854581201496783,-1.158236972607114,-0.6493092863322075,-0.707122138842341,0,-1.4932376268289957,0,1,0.40944967654831915,0,0,0,1,0,0,0,0,1,-1.0959111267892245,-0.8143921576020515,-0.24342590820858617,3.3619748452122376,-0.8883669139499103,-0.8749389869919321,False,False,False,False,False,True,False,False,False,False,False,False
1,-1.2875841752278356,1,1.5833150121418471,-0.3557315321544137,-0.3168355501515607,-1.2771385502490995,1,0.9694486882352703,0,0,-1.0137074033019942,0,0,0,0,0,0,0,0,0,-1.389647148960156,-0.9978872707612669,-0.24342590820858617,-0.2718991422820436,-0.8434944735967983,-1.0380847535456101,False,False,False,False,False,False,False,True,False,False,True,False
0,-0.6303231901562597,1,-0.48854581201496783,-1.3175499638140766,0.6805856583903799,1.0029270953779343,1,0.5713403783369593,1,1,-0.3757404364725434,1,1,1,1,1,0,0,1,1,1.2587923952039823,1.5962600651922862,-0.24342590820858617,-0.2718991422820436,1.2558896285883148,1.6287953106404465,False,False,False,False,False,False,True,False,False,False,False,False
0,-1.6460901670850587,1,-0.48854581201496783,0.9328135424890202,1.0130593945710267,-0.5849757649694642,1,-1.410108974843704,1,1,0.4585240586121231,0,1,0,0,0,0,0,1,0,-0.22593886440318622,-0.5348223945794881,-0.24342590820858617,-0.2718991422820436,-0.8611026463935891,-0.6771831751090795,False,False,False,False,False,True,False,False,False,False,True,False
0,0.803700777272633,1,-0.48854581201496783,1.1644924347866032,-0.3168355501515607,-0.3813984751813362,1,-1.1165609225206428,1,1,-0.4248148185363473,0,0,0,0,0,0,0,1,1,-0.49720327832060396,-0.5381171356584781,-0.24342590820858617,-0.2718991422820436,-0.7305086981507242,-0.6414618299098133,False,False,False,False,False,True,False,False,True,False,True,False
0,-0.03281320372755444,1,-0.48854581201496783,-1.8581340458417706,-0.3168355501515607,1.1657889272084367,1,-0.06706169120633529,1,1,-0.9155586391743864,0,0,0,0,1,1,1,1,1,1.0485223465461024,1.485534799997696,-0.24342590820858617,-0.2718991422820436,0.696794641941827,1.3771831288032657,False,False,False,False,False,False,True,False,True,False,False,False
0,-0.5705721915133892,1,0.5473846000634396,0.9976188270477847,0.348111922209733,1.1657889272084367,1,1.3045610665509773,0,1,-0.08129414408971992,0,1,1,1,1,1,1,1,0,1.2860793480832495,1.8261890626247337,-0.24342590820858617,-0.2718991422820436,2.221321602799455,2.0938916703343744,False,True,False,False,False,False,True,False,True,False,True,False
0,0.08668879355818662,1,-0.48854581201496783,-0.9281782124235001,0.01563818602908618,1.1657889272084367,1,-0.7444303163677355,1,0,-1.0137074033019942,0,0,0,0,0,0,0,0,0,-1.232345891185559,-0.3310097114331678,-0.24342590820858617,-0.2718991422820436,-0.05608491306504079,-0.27981012406097067,False,True,False,False,False,False,False,True,False,True,False,False
1,1.1024557704869857,1,-0.48854581201496783,-0.22396078688492593,-0.3168355501515607,-0.2592521013084594,1,-0.307355450851319,0,1,-0.8664842571105825,0,1,0,0,0,1,1,1,0,0.6777408103631231,-0.05374626716589737,-0.24342590820858617,-0.2718991422820436,-0.32656206737703464,-0.14000165477922225,False,False,True,False,False,False,True,False,False,False,False,False
1,1.1024557704869857,0,-0.48854581201496783,0.24857774635606514,-0.6493092863322075,0.10718702031017105,1,-0.3950302009920564,0,1,0.4585240586121231,0,0,0,0,0,0,0,1,0,0.21546772629083688,0.05574896135920307,-0.24342590820858617,-0.2718991422820436,-0.18800420764744913,-0.012778656526264726,False,False,False,False,False,False,True,False,False,False,False,False
0,0.32569278812966873,0,-0.48854581201496783,-0.45023923880261196,-0.6493092863322075,-0.7885530547575923,0,-1.4932376268289957,0,1,-0.17944290821732775,1,0,0,1,1,0,0,1,1,-0.5870897113346597,-0.7446534714300969,-0.24342590820858617,-0.2718991422820436,-0.8883669139499103,-0.8510634038454266,False,False,False,True,False,True,False,False,False,False,True,False
0,1.58046375962995,0,-0.48854581201496783,-1.6075536122145477,-0.6493092863322075,0.02575610439491984,1,-1.2886632098339421,1,0,-1.0137074033019942,0,0,0,0,0,0,0,0,1,-1.2500021548133198,-0.6344773297486719,-0.24342590820858617,-0.2718991422820436,-0.7653582068110392,-0.727865394809458,False,False,True,False,False,False,False,True,True,False,False,False
1,1.2219577677727267,1,-0.48854581201496783,-1.1317748147456186,-0.3168355501515607,0.7179188896745551,1,0.5564031986833522,1,1,-0.8174098750467785,0,1,1,0,1,0,0,0,1,1.0019740151638235,1.140685233730078,-0.24342590820858617,1.7469197396592235,0.9789514108710471,1.2047371714617559,False,True,False,False,False,False,True,False,False,False,False,False
0,-1.2875841752278356,1,-0.48854581201496783,1.0386621739350022,-0.3168355501515607,-1.2771385502490995,1,1.3428781795754479,0,1,2.568722487355691,0,0,0,0,1,0,1,0,1,0.5364907013410355,-0.971529342129347,-0.24342590820858617,-0.2718991422820436,-0.8366902401571782,-1.0152510140273159,False,False,False,False,False,False,True,False,False,False,False,False
1,1.6402147582728204,1,-0.48854581201496783,1.0689046400624256,0.348111922209733,1.6136589647423183,1,0.3719615020909863,1,1,0.21315214829310353,1,1,1,1,1,1,0,1,1,1.6375995057632167,2.6471506797469315,-0.24342590820858617,-0.2718991422820436,1.558601099229918,2.5483994259535825,True,False,False,False,False,False,True,False,False,True,False,False
1,-0.21206619965616602,1,0.5473846000634396,1.1050875906077358,-0.3168355501515607,-1.1957076343338482,0,-1.4932376268289957,0,1,-0.08129414408971992,0,0,0,1,0,0,0,0,1,-1.0541781400326986,-0.9651595093766331,-0.24342590820858617,0.5356284104944633,-0.8883669139499103,-1.0184355827175477,False,False,False,False,False,True,False,False,False,False,True,False
0,-1.5863391684421884,0,-0.48854581201496783,-0.7845264983182387,-0.6493092863322075,1.04364255333556,1,1.3967819148471603,1,1,1.2927885536967896,0,1,1,0,1,1,1,1,1,1.2652128547049866,1.6366316258801767,-0.24342590820858617,-0.2718991422820436,2.1658463917299953,1.9277592853798238,False,True,False,False,False,False,True,False,True,False,False,False
1,-0.45107019422764816,0,-0.48854581201496783,-0.03116506532260159,-0.6493092863322075,-1.2771385502490995,1,-0.684032155159672,0,1,-0.32666605440873947,0,0,0,0,0,0,0,1,0,-0.5935101708356635,-0.9869926602600735,-0.24342590820858617,-0.2718991422820436,-0.87362243592249,-1.0383139591438166,False,False,False,False,False,True,False,False,False,False,True,False
0,-0.15231520101329551,0,-0.48854581201496783,-0.8109886561797343,-0.6493092863322075,0.8807807215050575,1,0.8005936138901465,1,1,-0.2775916723449356,0,0,1,0,0,1,1,1,0,0.8205960342604616,1.1322506965678636,-0.24342590820858617,-0.2718991422820436,1.3686032346968042,1.2950580684034745,False,True,False,False,False,False,True,False,False,False,True,False
1,-1.227833176584965,0,-0.48854581201496783,0.593665886631486,-0.6493092863322075,0.18861793622542225,1,1.4331507000907255,1,1,3.0103919259299263,0,0,0,1,1,1,1,1,0,1.1705110770651779,0.5488179463003174,-0.24342590820858617,-0.2718991422820436,1.0845294469550306,0.7504655670649419,False,False,False,False,False,False,True,False,False,False,True,False
1,-0.09256420237042497,0,-0.48854581201496783,-0.5053237306775618,-0.6493092863322075,1.2065043851660624,1,0.012170305217145768,0,1,-0.13036852615352384,1,0,0,1,0,1,1,1,1,0.04051020488847854,0.6829578380962629,-0.24342590820858617,-0.2718991422820436,0.8122891086734657,0.7766123693209478,False,False,False,False,False,True,False,False,False,True,True,False
0,-1.4668371711564472,0,-0.48854581201496783,-0.7332223147092168,-0.6493092863322075,-1.2364230922914738,1,1.1324587792376781,1,1,0.31130091242071134,0,0,0,0,1,0,1,1,1,0.7002124186166371,-0.9271821272061419,-0.24342590820858617,-0.2718991422820436,-0.7926816416146615,-0.9672775877602863,False,False,False,False,True,False,False,False,False,False,False,False
1,-0.9290781833706124,0,2.6192454242202547,1.42587374917362,-0.6493092863322075,-1.1549921763762228,0,-1.4932376268289957,0,1,1.538160464015809,1,1,1,0,1,1,1,1,1,-0.2130979454011781,-0.908621752461165,-0.24342590820858617,-0.2718991422820436,-0.8883669139499103,-0.9806861152553639,False,False,False,False,True,False,False,False,False,False,True,False
0,-0.15231520101329551,0,-0.48854581201496783,0.8453264083346881,-0.6493092863322075,-1.1549921763762228,0,-1.4932376268289957,0,1,-0.03221976202591601,0,0,0,0,1,1,1,0,1,-0.6191920088396795,-0.9303450786419722,-0.24342590820858617,0.13186463410620985,-0.8883669139499103,-0.9943863589663404,False,False,False,False,True,False,False,False,False,False,False,False
1,-0.9888291820134829,1,1.5833150121418471,-0.12189246370487188,-0.3168355501515607,-1.1549921763762228,1,0.3609209779991898,0,0,-1.0137074033019942,0,0,0,0,0,0,0,0,1,-1.4089085274631683,-0.9704969899245969,-0.24342590820858617,-0.2718991422820436,-0.753228921114325,-0.9899411594859729,False,False,False,False,False,False,False,True,False,False,False,False
1,0.6244477813440215,0,-0.48854581201496783,-0.4448387984227149,-0.6493092863322075,-0.17782118539320818,1,-0.7580686108340724,0,1,-0.4738892006001512,1,1,0,1,0,0,0,1,1,-0.1264217421376246,-0.2800071195304028,-0.24342590820858617,-0.2718991422820436,-0.5132938998591304,-0.37366981652651315,False,False,True,False,False,True,False,False,True,False,False,False
1,0.026937794915316095,1,1.5833150121418471,0.9398341149828864,2.0104806031129674,1.2065043851660624,1,-0.5158265234081834,1,1,0.11500338416549571,0,1,0,1,1,1,1,1,1,1.355099287719042,1.9379247150835475,-0.24342590820858617,-0.2718991422820436,0.21581225518217806,1.5936573978729782,False,True,False,False,False,False,True,False,True,False,True,False
1,-0.27181719829903656,1,2.6192454242202547,0.9565754801605671,-0.3168355501515607,0.3514797680559247,1,1.446139551963427,1,1,1.7344579922710248,1,1,1,1,0,1,1,1,0,0.5156242079627729,0.45428084227383136,-0.24342590820858617,-0.2718991422820436,1.307518968583206,0.7411723219012984,False,False,False,False,False,False,False,False,False,False,True,False
1,-1.2875841752278356,1,-0.48854581201496783,-0.8288101094333945,-0.3168355501515607,0.5550570578440527,1,1.4123685370944026,1,1,3.0103919259299263,1,0,0,0,0,0,1,1,0,-0.3447173651717596,0.07367235282890866,-0.24342590820858617,-0.2718991422820436,1.547004318758913,0.5105706532330425,False,True,False,False,False,True,False,False,False,False,False,False
0,-1.4668371711564472,0,-0.48854581201496783,0.5747643453018464,-0.6493092863322075,-0.5849757649694642,1,1.6682489189866283,0,1,1.3418629357605936,1,0,1,1,1,0,0,1,1,0.1448426717797931,-0.4359142673882088,-0.24342590820858617,-0.2718991422820436,0.14852726155143048,-0.30269248294858153,False,False,False,True,False,True,False,False,False,False,False,False
1,-1.4668371711564472,1,-0.48854581201496783,-1.1539166203031963,1.0130593945710267,1.3286507590389391,1,0.7349999119330024,0,1,2.4705737232280836,1,0,1,1,0,0,0,1,0,-0.15852403964264447,0.687504580785269,-0.24342590820858617,-0.2718991422820436,1.7506698174185678,1.0555972560833298,False,False,False,False,False,True,False,False,False,True,True,False
1,0.026937794915316095,1,-0.48854581201496783,-0.8115287002177239,-0.3168355501515607,0.02575610439491984,1,-0.4762105251964428,0,1,0.16407776622929962,1,0,1,1,1,1,1,0,1,1.2812640034574965,0.46959040582087164,-0.24342590820858617,3.7657386216004913,-0.27683791274523706,0.3230353273429414,False,False,False,False,False,False,True,False,True,False,False,False
1,-0.8095761860848714,1,-0.48854581201496783,-0.5047836866395721,0.01563818602908618,1.0029270953779343,1,-0.8405478202257289,1,1,-0.22851729028113166,1,0,1,1,1,1,1,1,1,0.6632947764858641,1.1216635952340424,-0.24342590820858617,-0.2718991422820436,-0.21048776162184596,0.8232661269922431,False,True,False,False,False,True,False,False,False,True,False,False
1,-0.15231520101329551,0,-0.48854581201496783,0.35334628972606774,-0.6493092863322075,-0.6664066808847154,1,0.9759431141716214,0,1,0.21315214829310353,0,1,0,0,0,0,0,1,0,0.3615331799386772,-0.4741112989639661,-0.24342590820858617,-0.2718991422820436,-0.16851451638648512,-0.42593216572967846,False,False,False,False,False,False,True,False,False,False,False,False
